Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,TotalPurchases,Children,Family_Size,Is_Parent,Living_With_Descendants
Postgraduate,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,387,45,1053,Partner,17,1,3,1,Yes
Graduate,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,528,47,735,Partner,21,1,3,1,Yes
Graduate,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,314,52,20,Partner,5,1,3,1,Yes
Undergraduate,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,769,69,205,Alone,10,0,1,0,No
Postgraduate,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,803,63,2092,Partner,21,1,3,1,Yes
Graduate,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,999,45,309,Alone,14,1,2,1,Yes
Graduate,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,652,66,1722,Partner,22,0,2,0,No
Postgraduate,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,370,57,900,Alone,15,1,2,1,Yes
Postgraduate,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,374,77,682,Alone,20,0,1,0,No
Postgraduate,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,602,59,663,Alone,22,1,2,1,Yes
Graduate,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,216,43,43,Alone,6,1,2,1,Yes
Postgraduate,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,594,50,1816,Partner,18,1,3,1,Yes
Postgraduate,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,198,72,976,Partner,27,1,3,1,Yes
Graduate,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,642,77,746,Partner,21,0,2,0,No
Graduate,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,911,71,64,Partner,6,2,4,1,Yes
Postgraduate,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,386,60,32,Partner,5,1,3,1,Yes
Undergraduate,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,707,31,263,Partner,9,0,2,0,No
Postgraduate,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,834,36,1445,Partner,21,1,3,1,Yes
Postgraduate,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,533,65,46,Partner,5,1,3,1,Yes
Graduate,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,878,68,1210,Alone,28,0,1,0,No
Graduate,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,662,45,945,Partner,24,1,3,1,Yes
Graduate,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,505,32,1157,Alone,22,0,1,0,No
Graduate,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,533,29,137,Partner,8,0,2,0,No
Graduate,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,720,62,730,Alone,25,1,2,1,Yes
Postgraduate,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,560,40,216,Partner,12,1,3,1,Yes
Graduate,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,618,42,943,Alone,23,1,2,1,Yes
Graduate,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,412,57,347,Partner,16,2,4,1,Yes
Postgraduate,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,264,62,1924,Partner,19,0,2,0,No
Postgraduate,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,396,75,397,Partner,17,1,3,1,Yes
Postgraduate,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,601,46,2089,Alone,22,0,1,0,No
Graduate,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,644,60,138,Partner,11,2,4,1,Yes
Graduate,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,524,31,42,Alone,5,1,2,1,Yes
Graduate,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,470,62,777,Partner,17,0,2,0,No
Postgraduate,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,337,77,1902,Partner,20,0,2,0,No
Graduate,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,313,56,52,Alone,7,2,3,1,Yes
Postgraduate,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,337,34,1651,Alone,13,0,1,0,No
Graduate,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,477,30,358,Partner,13,0,2,0,No
Graduate,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,797,68,1727,Partner,16,0,2,0,No
Graduate,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,849,34,210,Partner,10,1,3,1,Yes
Graduate,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,968,35,42,Partner,5,1,3,1,Yes
Postgraduate,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,374,63,1291,Partner,20,0,2,0,No
Postgraduate,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,122,44,442,Partner,15,0,2,0,No
Graduate,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,728,57,1895,Alone,17,0,1,0,No
Postgraduate,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,635,61,411,Partner,19,2,4,1,Yes
Undergraduate,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,659,46,521,Alone,19,1,2,1,Yes
Graduate,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,444,52,1168,Alone,17,1,2,1,Yes
Postgraduate,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,171,44,493,Partner,23,2,4,1,Yes
Graduate,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,591,59,260,Partner,12,2,4,1,Yes
Graduate,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,537,39,46,Alone,7,1,2,1,Yes
Postgraduate,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,397,70,319,Partner,16,1,3,1,Yes
Graduate,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,322,54,96,Partner,7,1,3,1,Yes
Graduate,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,294,54,1062,Alone,16,0,1,0,No
Undergraduate,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,485,69,232,Partner,12,1,3,1,Yes
Postgraduate,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,348,40,76,Alone,9,1,2,1,Yes
Undergraduate,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,513,44,54,Partner,9,1,3,1,Yes
Graduate,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,911,52,201,Alone,11,1,2,1,Yes
Postgraduate,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,738,37,406,Alone,14,1,2,1,Yes
Postgraduate,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,516,39,1919,Partner,20,0,2,0,No
Graduate,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,609,45,662,Partner,20,1,3,1,Yes
Undergraduate,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,125,31,41,Partner,8,1,3,1,Yes
Graduate,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,158,57,1600,Alone,14,0,1,0,No
Graduate,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,634,41,134,Partner,8,1,3,1,Yes
Graduate,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,314,53,69,Partner,10,2,4,1,Yes
Postgraduate,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,252,48,21,Partner,6,2,4,1,Yes
Undergraduate,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,250,58,54,Alone,7,2,3,1,Yes
Graduate,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,124,32,91,Alone,8,1,2,1,Yes
Postgraduate,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,157,50,526,Alone,18,1,2,1,Yes
Graduate,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,597,58,162,Partner,8,0,2,0,No
Postgraduate,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,543,72,1008,Partner,25,0,2,0,No
Graduate,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,727,69,240,Partner,16,2,4,1,Yes
Postgraduate,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,702,43,795,Alone,21,1,2,1,Yes
Graduate,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,581,39,1772,Partner,19,0,2,0,No
Undergraduate,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,638,51,64,Partner,8,0,2,0,No
Graduate,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,563,62,1957,Partner,20,1,3,1,Yes
Graduate,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,453,43,78,Partner,7,1,3,1,Yes
Graduate,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,538,41,1572,Alone,19,0,1,0,No
Postgraduate,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,529,50,795,Partner,26,1,3,1,Yes
Undergraduate,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,325,51,889,Partner,26,1,3,1,Yes
Postgraduate,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,574,58,331,Alone,15,1,2,1,Yes
Postgraduate,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,153,71,265,Partner,12,1,3,1,Yes
Graduate,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,938,59,1065,Alone,19,1,2,1,Yes
Postgraduate,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,515,70,11,Partner,4,2,4,1,Yes
Graduate,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,578,42,21,Alone,4,1,2,1,Yes
Graduate,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,877,51,17,Partner,4,2,4,1,Yes
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,727,47,369,Partner,16,1,3,1,Yes
Postgraduate,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,313,53,38,Partner,6,2,4,1,Yes
Undergraduate,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,449,43,177,Alone,11,1,2,1,Yes
Postgraduate,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,697,51,279,Partner,12,1,3,1,Yes
Postgraduate,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,664,40,62,Partner,7,1,3,1,Yes
Postgraduate,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,674,44,1230,Partner,21,1,3,1,Yes
Graduate,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,336,53,182,Partner,11,2,4,1,Yes
Graduate,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,470,51,49,Partner,10,2,4,1,Yes
Postgraduate,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,446,55,75,Partner,8,2,4,1,Yes
Postgraduate,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,455,65,227,Partner,16,2,4,1,Yes
Postgraduate,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,786,47,215,Partner,15,2,4,1,Yes
Graduate,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,628,70,444,Partner,20,1,3,1,Yes
Undergraduate,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,412,54,47,Partner,5,2,4,1,Yes
Postgraduate,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,600,70,143,Partner,7,0,2,0,No
Graduate,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,277,38,55,Partner,7,1,3,1,Yes
Undergraduate,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,232,50,63,Partner,11,2,4,1,Yes
Graduate,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,804,66,1867,Alone,22,0,1,0,No
Postgraduate,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,448,60,611,Partner,20,1,3,1,Yes
Graduate,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,203,66,473,Partner,18,1,3,1,Yes
Graduate,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,473,62,55,Partner,6,0,2,0,No
Postgraduate,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,726,37,81,Alone,7,1,2,1,Yes
Postgraduate,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,724,46,2086,Partner,21,0,2,0,No
Postgraduate,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,421,56,1478,Alone,20,0,1,0,No
Graduate,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,310,44,49,Partner,5,1,3,1,Yes
Postgraduate,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,392,49,382,Partner,15,0,2,0,No
Postgraduate,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,443,46,69,Partner,9,1,3,1,Yes
Graduate,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,771,52,67,Alone,6,1,2,1,Yes
Postgraduate,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,413,52,30,Partner,6,2,4,1,Yes
Undergraduate,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,609,43,63,Partner,9,1,3,1,Yes
Graduate,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,841,40,79,Partner,10,1,3,1,Yes
Graduate,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,653,60,42,Alone,5,1,2,1,Yes
Graduate,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,827,61,819,Partner,23,1,3,1,Yes
Graduate,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,445,66,1151,Alone,17,0,1,0,No
Postgraduate,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,815,73,594,Partner,20,2,4,1,Yes
Postgraduate,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,679,55,129,Partner,11,2,4,1,Yes
Postgraduate,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,707,35,213,Alone,12,1,2,1,Yes
Graduate,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,34,48,67,Alone,7,1,2,1,Yes
Graduate,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,398,65,28,Alone,5,3,4,1,Yes
Undergraduate,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,771,46,45,Partner,6,1,3,1,Yes
Graduate,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,154,56,1193,Partner,18,0,2,0,No
Postgraduate,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,474,52,268,Alone,12,0,1,0,No
Postgraduate,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,506,77,266,Alone,12,0,1,0,No
Undergraduate,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,754,48,37,Partner,5,1,3,1,Yes
Graduate,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,404,54,37,Partner,7,3,5,1,Yes
Postgraduate,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,816,52,882,Alone,25,0,1,0,No
Graduate,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,498,47,373,Partner,18,2,4,1,Yes
Postgraduate,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,549,56,35,Alone,6,3,4,1,Yes
Postgraduate,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,640,45,107,Partner,1,2,4,1,Yes
Graduate,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,628,43,42,Alone,5,2,3,1,Yes
Postgraduate,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,841,61,326,Partner,17,1,3,1,Yes
Postgraduate,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,394,60,404,Partner,17,1,3,1,Yes
Graduate,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,510,50,95,Alone,6,0,1,0,No
Graduate,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,64,72,939,Alone,14,0,1,0,No
Undergraduate,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,343,43,33,Alone,5,1,2,1,Yes
Undergraduate,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,640,66,981,Partner,21,0,2,0,No
Graduate,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,685,45,36,Partner,7,1,3,1,Yes
Graduate,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,640,46,1237,Alone,20,1,2,1,Yes
Graduate,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,806,61,1825,Partner,34,1,3,1,Yes
Postgraduate,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,910,44,103,Alone,9,2,3,1,Yes
Graduate,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,718,44,191,Alone,12,1,2,1,Yes
Postgraduate,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,382,51,1586,Partner,25,1,3,1,Yes
Postgraduate,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,176,63,963,Partner,14,0,2,0,No
Undergraduate,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,325,51,889,Partner,26,1,3,1,Yes
Undergraduate,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,294,61,93,Alone,7,0,1,0,No
Graduate,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,597,48,1587,Alone,21,0,1,0,No
Graduate,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,59,16,Alone,4,3,4,1,Yes
Graduate,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,609,69,1375,Alone,32,0,1,0,No
Graduate,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,492,59,393,Partner,14,1,3,1,Yes
Postgraduate,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,799,71,1477,Alone,26,1,2,1,Yes
Graduate,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,543,50,1179,Partner,18,1,3,1,Yes
Graduate,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,940,61,1005,Partner,26,1,3,1,Yes
Postgraduate,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,207,73,1348,Partner,21,0,2,0,No
Postgraduate,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,706,62,1307,Alone,23,1,2,1,Yes
Graduate,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,519,57,486,Alone,15,1,2,1,Yes
Postgraduate,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,429,74,2252,Partner,13,0,2,0,No
Postgraduate,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,475,50,235,Partner,17,2,4,1,Yes
Graduate,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,684,51,1724,Partner,30,0,2,0,No
Postgraduate,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,358,51,235,Alone,11,1,2,1,Yes
Postgraduate,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,197,44,1092,Partner,28,1,3,1,Yes
Graduate,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,446,63,599,Partner,17,1,3,1,Yes
Postgraduate,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,292,61,2008,Alone,19,0,1,0,No
Graduate,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,831,36,48,Partner,6,1,3,1,Yes
Graduate,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,728,47,1174,Partner,32,1,3,1,Yes
Postgraduate,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,237,71,67,Partner,7,1,3,1,Yes
Graduate,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,1003,66,365,Alone,15,1,2,1,Yes
Graduate,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,157,46,6,Alone,0,0,1,0,No
Graduate,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,249,68,165,Partner,10,1,3,1,Yes
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,805,63,210,Partner,11,0,2,0,No
Postgraduate,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,462,74,1095,Partner,26,1,3,1,Yes
Postgraduate,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,411,55,223,Alone,12,3,4,1,Yes
Graduate,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,877,58,597,Partner,22,1,3,1,Yes
Graduate,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,387,36,22,Partner,4,1,3,1,Yes
Graduate,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,346,46,1064,Alone,24,1,2,1,Yes
Undergraduate,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,880,41,74,Partner,6,0,2,0,No
Postgraduate,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,704,65,26,Partner,5,0,2,0,No
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,708,62,60,Partner,5,0,2,0,No
Postgraduate,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,569,47,20,Partner,4,1,3,1,Yes
Undergraduate,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,437,34,59,Alone,7,1,2,1,Yes
Postgraduate,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,457,53,34,Partner,5,1,3,1,Yes
Undergraduate,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,513,50,198,Partner,12,2,4,1,Yes
